Order_ID,Order_Date,Customer,Product,Category,Region,Salesperson,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Month
ORD04648,2025-03-04,Customer_0413,Network Controller,Networking,North,Aarav,17,19937.76,0.05,321994.82,196586.31,125408.51,0.3895,2025-03
ORD01838,2025-03-04,Customer_0419,Analytics License,Software,West,Kavya,19,20505.69,0.15,331166.89,136362.84,194804.06,0.5882,2025-03
ORD02025,2025-03-04,Customer_0330,Analytics License,Software,South,Rohan,20,24099.6,0.1,433792.8,168697.2,265095.6,0.6111,2025-03
ORD02104,2025-03-05,Customer_0228,IoT Gateway,IoT Devices,North,Meera,19,13749.65,0.2,208994.68,156746.01,52248.67,0.25,2025-03
ORD02149,2025-03-05,Customer_0366,Data Logger,Data Solutions,East,Kavya,15,6448.5,0.1,87054.75,60938.32,26116.43,0.3,2025-03
ORD02082,2025-03-05,Customer_0358,Smart Meter,Energy Management,East,Aarav,2,7923.22,0.15,13469.47,10775.58,2693.89,0.2,2025-03
ORD04911,2025-03-05,Customer_0251,Advanced Meter,Energy Management,South,Rahul,17,12079.52,0.0,205351.84,133478.7,71873.14,0.35,2025-03
ORD03814,2025-03-05,Customer_0078,Network Controller,Networking,South,Vikram,12,19764.87,0.25,177883.83,137563.5,40320.33,0.2267,2025-03
ORD04466,2025-03-05,Customer_0442,Energy Monitor,Energy Management,West,Aarav,20,7735.36,0.0,154707.2,99012.61,55694.59,0.36,2025-03
ORD01679,2025-03-05,Customer_0470,Advanced Meter,Energy Management,South,Meera,3,12043.86,0.1,32518.42,23485.53,9032.9,0.2778,2025-03
ORD04975,2025-03-05,Customer_0104,IoT Gateway,IoT Devices,South,Sneha,5,14520.71,0.15,61713.02,43562.13,18150.89,0.2941,2025-03
ORD04574,2025-03-05,Customer_0370,Data Logger,Data Solutions,West,Ananya,6,6793.72,0.05,38724.2,25680.26,13043.94,0.3368,2025-03
ORD04609,2025-03-05,Customer_0430,Smart Sensor,IoT Devices,East,Meera,3,5341.25,0.0,16023.75,9774.49,6249.26,0.39,2025-03
ORD00999,2025-03-05,Customer_0019,Smart Meter,Energy Management,Central,Vikram,18,9134.71,0.0,164424.78,111808.85,52615.93,0.32,2025-03
ORD04501,2025-03-05,Customer_0355,Analytics License,Software,West,Priya,9,22314.08,0.1,180744.05,70289.35,110454.7,0.6111,2025-03
ORD01187,2025-03-05,Customer_0169,Data Logger,Data Solutions,East,Rahul,13,7291.01,0.1,85304.82,59713.37,25591.45,0.3,2025-03
ORD04908,2025-03-05,Customer_0263,Analytics License,Software,South,Sneha,4,23036.41,0.0,92145.64,32250.97,59894.67,0.65,2025-03
ORD03593,2025-03-05,Customer_0038,Data Logger,Data Solutions,South,Meera,12,6503.65,0.15,66337.23,49167.59,17169.64,0.2588,2025-03
ORD03014,2025-03-05,Customer_0444,Smart Meter,Energy Management,South,Aarav,12,9265.17,0.15,94504.73,75603.79,18900.95,0.2,2025-03
ORD03608,2025-03-05,Customer_0292,Cloud Platform,Software,Central,Arjun,18,34740.82,0.1,562801.28,187600.43,375200.86,0.6667,2025-03
ORD03008,2025-03-05,Customer_0397,Smart Sensor,IoT Devices,North,Arjun,5,4983.6,0.0,24918.0,15199.98,9718.02,0.39,2025-03
ORD03735,2025-03-05,Customer_0463,Advanced Meter,Energy Management,West,Arjun,20,12783.43,0.05,242885.17,166184.59,76700.58,0.3158,2025-03
ORD00479,2025-03-06,Customer_0079,IoT Gateway,IoT Devices,East,Kavya,19,13817.72,0.05,249409.85,157522.01,91887.84,0.3684,2025-03
ORD01587,2025-03-06,Customer_0341,Advanced Meter,Energy Management,East,Sneha,4,12949.95,0.0,51799.8,33669.87,18129.93,0.35,2025-03
ORD04594,2025-03-06,Customer_0478,Cloud Platform,Software,North,Rahul,9,35266.03,0.2,253915.42,95218.28,158697.14,0.625,2025-03
ORD01304,2025-03-06,Customer_0466,Analytics License,Software,East,Priya,20,22832.67,0.15,388155.39,159828.69,228326.7,0.5882,2025-03
ORD04440,2025-03-06,Customer_0356,Analytics License,Software,Central,Vikram,13,20487.94,0.0,266343.22,93220.13,173123.09,0.65,2025-03
ORD02246,2025-03-06,Customer_0268,Data Logger,Data Solutions,Central,Sneha,6,6352.64,0.2,30492.67,24012.98,6479.69,0.2125,2025-03
ORD01490,2025-03-06,Customer_0146,Advanced Meter,Energy Management,North,Meera,12,12200.38,0.05,139084.33,95162.96,43921.37,0.3158,2025-03
ORD00555,2025-03-06,Customer_0184,Smart Meter,Energy Management,South,Vikram,10,9048.05,0.0,90480.5,61526.74,28953.76,0.32,2025-03
ORD04595,2025-03-06,Customer_0349,Data Logger,Data Solutions,North,Rahul,11,6931.7,0.1,68623.83,48036.68,20587.15,0.3,2025-03
ORD04938,2025-03-06,Customer_0141,Smart Meter,Energy Management,West,Sneha,3,7680.69,0.2,18433.66,15668.61,2765.05,0.15,2025-03
ORD01931,2025-03-06,Customer_0403,Cloud Platform,Software,East,Meera,18,35283.7,0.05,603351.27,190531.98,412819.29,0.6842,2025-03
ORD00805,2025-03-06,Customer_0421,Analytics License,Software,Central,Arjun,4,20793.47,0.15,70697.8,29110.86,41586.94,0.5882,2025-03
ORD03032,2025-03-06,Customer_0263,Smart Sensor,IoT Devices,South,Vikram,18,5834.72,0.2,84019.97,64065.23,19954.74,0.2375,2025-03
ORD02806,2025-03-06,Customer_0250,Smart Sensor,IoT Devices,East,Kavya,12,6002.25,0.25,54020.25,43936.47,10083.78,0.1867,2025-03
ORD02018,2025-03-06,Customer_0418,Analytics License,Software,East,Sneha,4,20540.99,0.15,69839.37,28757.39,41081.98,0.5882,2025-03
ORD02489,2025-03-07,Customer_0466,Cloud Platform,Software,South,Kavya,8,34588.04,0.2,221363.46,83011.3,138352.16,0.625,2025-03
ORD02147,2025-03-07,Customer_0287,Communication Module,IoT Devices,South,Sneha,16,4136.29,0.2,52944.51,41032.0,11912.52,0.225,2025-03
ORD04493,2025-03-07,Customer_0487,Analytics License,Software,Central,Ananya,5,22233.89,0.1,100052.5,38909.31,61143.2,0.6111,2025-03
ORD02842,2025-03-07,Customer_0246,Smart Sensor,IoT Devices,East,Rahul,15,5405.82,0.15,68924.2,49463.25,19460.95,0.2824,2025-03
ORD00323,2025-03-07,Customer_0500,Smart Meter,Energy Management,East,Kavya,3,9195.67,0.1,24828.31,18759.17,6069.14,0.2444,2025-03
ORD01259,2025-03-07,Customer_0335,Smart Sensor,IoT Devices,South,Meera,9,5224.95,0.15,39970.87,28684.98,11285.89,0.2824,2025-03
ORD03444,2025-03-07,Customer_0381,Advanced Meter,Energy Management,South,Rohan,10,13548.49,0.1,121936.41,88065.18,33871.23,0.2778,2025-03
ORD04174,2025-03-07,Customer_0359,Analytics License,Software,North,Priya,3,21637.97,0.1,58422.52,22719.87,35702.65,0.6111,2025-03
ORD03101,2025-03-07,Customer_0265,IoT Gateway,IoT Devices,Central,Meera,16,14821.4,0.15,201571.04,142285.44,59285.6,0.2941,2025-03
ORD01563,2025-03-08,Customer_0187,Smart Meter,Energy Management,Central,Rahul,14,8598.83,0.15,102326.08,81860.86,20465.22,0.2,2025-03
ORD02447,2025-03-08,Customer_0473,Network Controller,Networking,West,Sneha,19,20015.07,0.2,304229.06,220566.07,83662.99,0.275,2025-03
ORD01713,2025-03-08,Customer_0186,Cloud Platform,Software,Central,Kavya,3,38455.45,0.0,115366.35,34609.9,80756.44,0.7,2025-03
ORD04064,2025-03-08,Customer_0012,Advanced Meter,Energy Management,East,Kavya,5,11967.31,0.15,50861.07,38893.76,11967.31,0.2353,2025-03
ORD03514,2025-03-08,Customer_0212,Cloud Platform,Software,West,Arjun,15,35644.02,0.15,454461.25,160398.09,294063.16,0.6471,2025-03
ORD03249,2025-03-08,Customer_0301,Cloud Platform,Software,West,Meera,14,34705.12,0.1,437284.51,145761.5,291523.01,0.6667,2025-03
ORD00858,2025-03-08,Customer_0493,Advanced Meter,Energy Management,South,Kavya,8,11317.7,0.1,81487.44,58852.04,22635.4,0.2778,2025-03
ORD03217,2025-03-08,Customer_0376,Network Controller,Networking,Central,Rohan,7,17867.68,0.1,112566.38,72542.78,40023.6,0.3556,2025-03
ORD00582,2025-03-08,Customer_0360,Advanced Meter,Energy Management,South,Rahul,10,13511.92,0.15,114851.32,87827.48,27023.84,0.2353,2025-03
ORD02408,2025-03-08,Customer_0232,Communication Module,IoT Devices,South,Aarav,14,4524.28,0.1,57005.93,39270.75,17735.18,0.3111,2025-03
ORD01890,2025-03-08,Customer_0082,Smart Meter,Energy Management,South,Arjun,9,8672.32,0.25,58538.16,53074.6,5463.56,0.0933,2025-03
ORD02097,2025-03-08,Customer_0498,Advanced Meter,Energy Management,East,Aarav,14,12986.68,0.0,181813.52,118178.79,63634.73,0.35,2025-03
ORD00321,2025-03-09,Customer_0232,Smart Sensor,IoT Devices,Central,Kavya,14,5779.52,0.0,80913.28,49357.1,31556.18,0.39,2025-03
ORD02845,2025-03-09,Customer_0216,Analytics License,Software,Central,Ananya,17,22234.95,0.0,377994.15,132297.95,245696.2,0.65,2025-03
ORD02540,2025-03-09,Customer_0052,Energy Monitor,Energy Management,West,Meera,18,7232.1,0.1,117160.02,83313.79,33846.23,0.2889,2025-03
ORD02539,2025-03-09,Customer_0128,Network Controller,Networking,East,Aarav,16,19940.51,0.15,271190.94,185047.93,86143.0,0.3176,2025-03
ORD03234,2025-03-09,Customer_0438,Analytics License,Software,South,Arjun,14,19812.1,0.1,249632.46,97079.29,152553.17,0.6111,2025-03
ORD03021,2025-03-09,Customer_0161,Cloud Platform,Software,East,Meera,10,34714.4,0.25,260358.0,104143.2,156214.8,0.6,2025-03
ORD03742,2025-03-09,Customer_0378,Data Logger,Data Solutions,North,Rahul,10,6187.62,0.15,52594.77,38982.01,13612.76,0.2588,2025-03
ORD00843,2025-03-09,Customer_0185,Cloud Platform,Software,West,Meera,15,34204.01,0.1,461754.14,153918.05,307836.09,0.6667,2025-03
ORD04601,2025-03-09,Customer_0113,Data Logger,Data Solutions,North,Sneha,7,7238.15,0.15,43066.99,31920.24,11146.75,0.2588,2025-03
ORD04969,2025-03-09,Customer_0048,Cloud Platform,Software,North,Kavya,1,32675.22,0.15,27773.94,9802.57,17971.37,0.6471,2025-03
ORD01102,2025-03-09,Customer_0321,Cloud Platform,Software,West,Aarav,14,32021.0,0.1,403464.6,134488.2,268976.4,0.6667,2025-03
ORD03769,2025-03-09,Customer_0227,Energy Monitor,Energy Management,East,Ananya,11,7360.37,0.0,80964.07,51817.0,29147.07,0.36,2025-03
ORD04416,2025-03-09,Customer_0098,Analytics License,Software,North,Ananya,11,21961.02,0.05,229492.66,84549.93,144942.73,0.6316,2025-03
ORD01395,2025-03-09,Customer_0020,Smart Meter,Energy Management,North,Vikram,15,8117.46,0.0,121761.9,82798.09,38963.81,0.32,2025-03
ORD00099,2025-03-09,Customer_0111,Network Controller,Networking,West,Kavya,10,19569.93,0.1,176129.37,113505.59,62623.78,0.3556,2025-03
ORD01273,2025-03-09,Customer_0119,Smart Meter,Energy Management,West,Vikram,18,7988.12,0.05,136596.85,97774.59,38822.26,0.2842,2025-03
ORD03211,2025-03-10,Customer_0320,Analytics License,Software,Central,Sneha,7,23671.77,0.1,149132.15,57995.84,91136.31,0.6111,2025-03
ORD01753,2025-03-10,Customer_0315,Energy Monitor,Energy Management,West,Rohan,19,7662.34,0.1,131026.01,93174.05,37851.96,0.2889,2025-03
ORD01744,2025-03-10,Customer_0383,Advanced Meter,Energy Management,West,Kavya,6,13191.6,0.05,75192.12,51447.24,23744.88,0.3158,2025-03
ORD02300,2025-03-10,Customer_0412,Network Controller,Networking,South,Ananya,6,18932.53,0.15,96555.9,65885.2,30670.7,0.3176,2025-03
ORD01710,2025-03-10,Customer_0265,Network Controller,Networking,West,Vikram,6,19093.97,0.15,97379.25,66447.02,30932.23,0.3176,2025-03
ORD02531,2025-03-10,Customer_0049,Data Logger,Data Solutions,South,Priya,6,6365.9,0.15,32466.09,24063.1,8402.99,0.2588,2025-03
ORD00708,2025-03-10,Customer_0258,IoT Gateway,IoT Devices,Central,Sneha,5,15193.77,0.15,64573.52,45581.31,18992.21,0.2941,2025-03
ORD01979,2025-03-10,Customer_0031,Network Controller,Networking,East,Arjun,4,16726.74,0.0,66906.96,38806.04,28100.92,0.42,2025-03
ORD04043,2025-03-10,Customer_0335,Analytics License,Software,West,Rahul,20,23687.34,0.1,426372.12,165811.38,260560.74,0.6111,2025-03
ORD02222,2025-03-10,Customer_0091,Smart Meter,Energy Management,East,Kavya,3,8502.1,0.15,21680.36,17344.28,4336.07,0.2,2025-03
ORD00825,2025-03-10,Customer_0063,Smart Meter,Energy Management,East,Sneha,20,8680.02,0.1,156240.36,118048.27,38192.09,0.2444,2025-03
ORD00780,2025-03-10,Customer_0069,Cloud Platform,Software,Central,Arjun,11,33418.84,0.2,294085.79,110282.17,183803.62,0.625,2025-03
ORD01693,2025-03-10,Customer_0454,Smart Sensor,IoT Devices,West,Rahul,3,5444.7,0.1,14700.69,9963.8,4736.89,0.3222,2025-03
ORD02180,2025-03-10,Customer_0412,Analytics License,Software,South,Meera,5,21343.09,0.05,101379.68,37350.41,64029.27,0.6316,2025-03
ORD00496,2025-03-10,Customer_0312,IoT Gateway,IoT Devices,South,Rohan,1,14429.42,0.05,13707.95,8657.65,5050.3,0.3684,2025-03
ORD03959,2025-03-10,Customer_0472,Energy Monitor,Energy Management,South,Priya,19,7889.74,0.2,119924.05,95939.24,23984.81,0.2,2025-03
ORD03621,2025-03-10,Customer_0027,Smart Sensor,IoT Devices,West,Priya,11,5941.53,0.05,62088.99,39867.67,22221.32,0.3579,2025-03
ORD00379,2025-03-10,Customer_0365,IoT Gateway,IoT Devices,Central,Rohan,5,14933.64,0.1,67201.38,44800.92,22400.46,0.3333,2025-03
ORD00905,2025-03-10,Customer_0126,Data Logger,Data Solutions,East,Priya,13,7431.52,0.05,91779.27,60864.15,30915.12,0.3368,2025-03
ORD03812,2025-03-11,Customer_0377,Analytics License,Software,South,Meera,13,23382.03,0.1,273569.75,106388.24,167181.51,0.6111,2025-03
ORD02438,2025-03-11,Customer_0024,Energy Monitor,Energy Management,South,Kavya,10,6890.78,0.1,62017.02,44100.99,17916.03,0.2889,2025-03
ORD02014,2025-03-11,Customer_0241,IoT Gateway,IoT Devices,East,Rohan,6,13856.52,0.05,78982.16,49883.47,29098.69,0.3684,2025-03
ORD02093,2025-03-11,Customer_0424,Cloud Platform,Software,East,Rahul,11,32285.41,0.25,266354.63,106541.85,159812.78,0.6,2025-03
ORD04808,2025-03-11,Customer_0477,Smart Meter,Energy Management,Central,Kavya,2,7874.24,0.1,14173.63,10708.97,3464.67,0.2444,2025-03
ORD04884,2025-03-11,Customer_0145,Smart Sensor,IoT Devices,South,Rahul,7,5860.29,0.15,34868.73,25023.44,9845.29,0.2824,2025-03
ORD04229,2025-03-11,Customer_0103,Smart Sensor,IoT Devices,West,Priya,16,5231.42,0.1,75332.45,51058.66,24273.79,0.3222,2025-03
ORD03144,2025-03-11,Customer_0140,Analytics License,Software,North,Kavya,7,22666.98,0.1,142801.97,55534.1,87267.87,0.6111,2025-03
ORD00588,2025-03-11,Customer_0471,Energy Monitor,Energy Management,West,Priya,17,6545.16,0.05,105704.33,71211.34,34492.99,0.3263,2025-03
ORD04242,2025-03-11,Customer_0186,Analytics License,Software,North,Rohan,11,21504.03,0.1,212889.9,82790.52,130099.38,0.6111,2025-03
ORD03994,2025-03-11,Customer_0234,IoT Gateway,IoT Devices,East,Rahul,12,14945.17,0.1,161407.84,107605.22,53802.61,0.3333,2025-03
ORD00921,2025-03-11,Customer_0423,Smart Sensor,IoT Devices,West,Rahul,14,5318.95,0.25,55848.98,45423.83,10425.14,0.1867,2025-03
ORD01682,2025-03-11,Customer_0247,Smart Meter,Energy Management,South,Rahul,16,9260.19,0.1,133346.74,100750.87,32595.87,0.2444,2025-03
ORD03761,2025-03-11,Customer_0114,Communication Module,IoT Devices,South,Sneha,1,4059.01,0.1,3653.11,2516.59,1136.52,0.3111,2025-03
ORD01360,2025-03-12,Customer_0008,Network Controller,Networking,Central,Arjun,14,18097.04,0.0,253358.56,146947.96,106410.6,0.42,2025-03
ORD03288,2025-03-12,Customer_0177,Cloud Platform,Software,East,Sneha,16,36304.01,0.15,493734.54,174259.25,319475.29,0.6471,2025-03
ORD00549,2025-03-12,Customer_0050,Advanced Meter,Energy Management,South,Sneha,12,11670.3,0.1,126039.24,91028.34,35010.9,0.2778,2025-03
ORD04363,2025-03-12,Customer_0479,Advanced Meter,Energy Management,North,Rahul,18,12274.6,0.15,187801.38,143612.82,44188.56,0.2353,2025-03
ORD01794,2025-03-12,Customer_0228,Cloud Platform,Software,Central,Priya,4,37099.94,0.2,118719.81,44519.93,74199.88,0.625,2025-03
ORD00779,2025-03-12,Customer_0053,Energy Monitor,Energy Management,East,Arjun,16,7320.84,0.05,111276.77,74965.4,36311.37,0.3263,2025-03
ORD02230,2025-03-12,Customer_0424,Advanced Meter,Energy Management,North,Rahul,15,11929.24,0.1,161044.74,116310.09,44734.65,0.2778,2025-03
ORD02633,2025-03-12,Customer_0463,Smart Sensor,IoT Devices,North,Priya,4,5658.01,0.25,16974.03,13805.54,3168.49,0.1867,2025-03
ORD04496,2025-03-12,Customer_0146,Advanced Meter,Energy Management,West,Rohan,13,12289.8,0.15,135802.29,103848.81,31953.48,0.2353,2025-03
ORD03577,2025-03-12,Customer_0355,Data Logger,Data Solutions,South,Rahul,6,6300.73,0.1,34023.94,23816.76,10207.18,0.3,2025-03
ORD03737,2025-03-12,Customer_0492,Network Controller,Networking,South,Ananya,18,19463.54,0.15,297792.16,203199.36,94592.8,0.3176,2025-03
ORD02264,2025-03-12,Customer_0366,Communication Module,IoT Devices,West,Sneha,9,4427.9,0.1,35865.99,24707.68,11158.31,0.3111,2025-03
ORD01092,2025-03-12,Customer_0483,Data Logger,Data Solutions,Central,Rohan,19,6596.87,0.1,112806.48,78964.53,33841.94,0.3,2025-03
ORD00605,2025-03-12,Customer_0313,Energy Monitor,Energy Management,East,Meera,12,7799.65,0.15,79556.43,59901.31,19655.12,0.2471,2025-03
ORD01212,2025-03-12,Customer_0066,Data Logger,Data Solutions,West,Vikram,14,7340.33,0.1,92488.16,64741.71,27746.45,0.3,2025-03
ORD00648,2025-03-13,Customer_0075,Network Controller,Networking,East,Kavya,1,17815.2,0.0,17815.2,10332.82,7482.38,0.42,2025-03
ORD03229,2025-03-13,Customer_0046,IoT Gateway,IoT Devices,Central,Vikram,10,13672.78,0.05,129891.41,82036.68,47854.73,0.3684,2025-03
ORD01619,2025-03-13,Customer_0169,Data Logger,Data Solutions,North,Ananya,12,6189.64,0.15,63134.33,46793.68,16340.65,0.2588,2025-03
ORD02514,2025-03-13,Customer_0220,Data Logger,Data Solutions,West,Meera,1,6415.96,0.2,5132.77,4042.05,1090.71,0.2125,2025-03
ORD03137,2025-03-13,Customer_0380,Analytics License,Software,Central,Rohan,8,20612.66,0.2,131921.02,57715.45,74205.58,0.5625,2025-03
ORD00241,2025-03-13,Customer_0068,Smart Sensor,IoT Devices,South,Ananya,16,5562.3,0.05,84546.96,54288.05,30258.91,0.3579,2025-03
ORD04329,2025-03-13,Customer_0336,Communication Module,IoT Devices,Central,Aarav,15,4430.25,0.05,63131.06,41201.32,21929.74,0.3474,2025-03
ORD04455,2025-03-13,Customer_0205,Communication Module,IoT Devices,North,Ananya,20,3864.56,0.15,65697.52,47920.54,17776.98,0.2706,2025-03
ORD03069,2025-03-13,Customer_0281,Energy Monitor,Energy Management,East,Aarav,2,7774.07,0.15,13215.92,9950.81,3265.11,0.2471,2025-03
ORD03400,2025-03-13,Customer_0300,IoT Gateway,IoT Devices,East,Sneha,16,16041.2,0.2,205327.36,153995.52,51331.84,0.25,2025-03
ORD00573,2025-03-13,Customer_0190,Energy Monitor,Energy Management,East,Rohan,12,7026.84,0.2,67457.66,53966.13,13491.53,0.2,2025-03
ORD01366,2025-03-14,Customer_0362,Data Logger,Data Solutions,West,Sneha,14,7171.11,0.05,95375.76,63249.19,32126.57,0.3368,2025-03
ORD02735,2025-03-14,Customer_0410,Smart Sensor,IoT Devices,West,Arjun,5,5810.68,0.15,24695.39,17722.57,6972.82,0.2824,2025-03
ORD01115,2025-03-14,Customer_0210,IoT Gateway,IoT Devices,West,Rohan,5,15711.19,0.0,78555.95,47133.57,31422.38,0.4,2025-03
ORD01732,2025-03-14,Customer_0065,Analytics License,Software,South,Ananya,1,23769.58,0.1,21392.62,8319.35,13073.27,0.6111,2025-03
ORD01429,2025-03-14,Customer_0034,Smart Meter,Energy Management,North,Ananya,9,7843.71,0.15,60004.38,48003.51,12000.88,0.2,2025-03
ORD03224,2025-03-14,Customer_0493,Smart Sensor,IoT Devices,North,Aarav,17,5848.05,0.0,99416.85,60644.28,38772.57,0.39,2025-03
ORD01116,2025-03-14,Customer_0253,Communication Module,IoT Devices,Central,Rahul,6,4415.24,0.05,25166.87,16424.69,8742.18,0.3474,2025-03
ORD04737,2025-03-14,Customer_0068,Smart Meter,Energy Management,West,Arjun,1,8949.7,0.2,7159.76,6085.8,1073.96,0.15,2025-03
ORD03397,2025-03-14,Customer_0471,IoT Gateway,IoT Devices,East,Rohan,6,14425.15,0.1,77895.81,51930.54,25965.27,0.3333,2025-03
ORD04958,2025-03-14,Customer_0365,Cloud Platform,Software,West,Arjun,5,33606.64,0.0,168033.2,50409.96,117623.24,0.7,2025-03
ORD02050,2025-03-14,Customer_0005,Analytics License,Software,Central,Kavya,17,23619.04,0.2,321218.94,140533.29,180685.66,0.5625,2025-03
ORD04742,2025-03-14,Customer_0014,Communication Module,IoT Devices,East,Arjun,7,3846.05,0.2,21537.88,16691.86,4846.02,0.225,2025-03
ORD02927,2025-03-14,Customer_0068,Network Controller,Networking,West,Rahul,17,19897.38,0.15,287517.14,196188.17,91328.97,0.3176,2025-03
ORD02515,2025-03-14,Customer_0204,Smart Meter,Energy Management,West,Vikram,12,9105.45,0.2,87412.32,74300.47,13111.85,0.15,2025-03
ORD04362,2025-03-14,Customer_0475,Analytics License,Software,South,Vikram,7,23629.44,0.2,132324.86,57892.13,74432.74,0.5625,2025-03
ORD00896,2025-03-14,Customer_0176,Communication Module,IoT Devices,East,Aarav,14,4067.07,0.05,54092.03,35302.17,18789.86,0.3474,2025-03
ORD01504,2025-03-14,Customer_0216,Data Logger,Data Solutions,North,Meera,10,7303.74,0.1,65733.66,46013.56,19720.1,0.3,2025-03
ORD04625,2025-03-14,Customer_0094,Analytics License,Software,East,Vikram,5,21922.2,0.2,87688.8,38363.85,49324.95,0.5625,2025-03
ORD02988,2025-03-15,Customer_0132,Network Controller,Networking,Central,Priya,10,19793.62,0.15,168245.77,114803.0,53442.77,0.3176,2025-03
ORD00758,2025-03-15,Customer_0448,Smart Meter,Energy Management,West,Ananya,19,8053.72,0.05,145369.65,104054.06,41315.58,0.2842,2025-03
ORD00067,2025-03-15,Customer_0174,Network Controller,Networking,Central,Ananya,12,19857.41,0.2,190631.14,138207.57,52423.56,0.275,2025-03
ORD00307,2025-03-15,Customer_0126,Smart Meter,Energy Management,South,Rahul,5,8850.23,0.15,37613.48,30090.78,7522.7,0.2,2025-03
ORD03733,2025-03-15,Customer_0198,Advanced Meter,Energy Management,West,Priya,13,11938.05,0.2,124155.72,100876.52,23279.2,0.1875,2025-03
ORD02385,2025-03-15,Customer_0292,Cloud Platform,Software,North,Aarav,14,35231.98,0.1,443922.95,147974.32,295948.63,0.6667,2025-03
ORD03557,2025-03-15,Customer_0395,Communication Module,IoT Devices,South,Kavya,13,4249.31,0.0,55241.03,34249.44,20991.59,0.38,2025-03
ORD04024,2025-03-15,Customer_0172,Network Controller,Networking,South,Rahul,7,18629.35,0.1,117364.9,75635.16,41729.74,0.3556,2025-03
ORD03545,2025-03-15,Customer_0132,IoT Gateway,IoT Devices,West,Kavya,19,14232.48,0.2,216333.7,162250.27,54083.42,0.25,2025-03
ORD04195,2025-03-15,Customer_0068,Network Controller,Networking,Central,Meera,11,18730.27,0.05,195731.32,119499.12,76232.2,0.3895,2025-03
ORD00438,2025-03-15,Customer_0426,Data Logger,Data Solutions,East,Arjun,4,6605.56,0.2,21137.79,16646.01,4491.78,0.2125,2025-03
ORD00182,2025-03-15,Customer_0060,Analytics License,Software,Central,Kavya,9,24037.16,0.05,205517.72,75717.05,129800.66,0.6316,2025-03
ORD03610,2025-03-15,Customer_0037,Advanced Meter,Energy Management,North,Aarav,9,11644.27,0.05,99558.51,68118.98,31439.53,0.3158,2025-03
ORD04144,2025-03-15,Customer_0087,Cloud Platform,Software,North,Aarav,12,35964.84,0.15,366841.37,129473.42,237367.94,0.6471,2025-03
ORD02708,2025-03-15,Customer_0046,Advanced Meter,Energy Management,South,Vikram,18,13428.86,0.15,205461.56,157117.66,48343.9,0.2353,2025-03
ORD04844,2025-03-15,Customer_0498,Communication Module,IoT Devices,South,Sneha,17,4605.39,0.1,70462.47,48540.81,21921.66,0.3111,2025-03
ORD02608,2025-03-15,Customer_0028,Energy Monitor,Energy Management,South,Vikram,7,6686.52,0.05,44465.36,29955.61,14509.75,0.3263,2025-03
ORD02635,2025-03-15,Customer_0022,Communication Module,IoT Devices,West,Rahul,2,4355.74,0.1,7840.33,5401.12,2439.21,0.3111,2025-03
ORD00614,2025-03-15,Customer_0094,Network Controller,Networking,North,Vikram,14,19329.66,0.15,230022.95,156956.84,73066.11,0.3176,2025-03
ORD00387,2025-03-16,Customer_0411,Analytics License,Software,East,Vikram,1,22275.93,0.1,20048.34,7796.58,12251.76,0.6111,2025-03
ORD00334,2025-03-16,Customer_0108,Smart Sensor,IoT Devices,East,Rahul,16,5584.97,0.15,75955.59,54509.31,21446.28,0.2824,2025-03
ORD00539,2025-03-16,Customer_0345,Cloud Platform,Software,North,Kavya,12,35002.52,0.15,357025.7,126009.07,231016.63,0.6471,2025-03
ORD00396,2025-03-16,Customer_0461,Analytics License,Software,Central,Priya,3,22216.17,0.15,56651.23,23326.98,33324.25,0.5882,2025-03
ORD01887,2025-03-16,Customer_0103,IoT Gateway,IoT Devices,South,Rahul,6,15970.35,0.05,91031.0,57493.26,33537.73,0.3684,2025-03
ORD01912,2025-03-16,Customer_0036,Energy Monitor,Energy Management,West,Kavya,16,7182.45,0.25,86189.4,73548.29,12641.11,0.1467,2025-03
ORD00032,2025-03-16,Customer_0340,IoT Gateway,IoT Devices,East,Vikram,17,13984.89,0.2,190194.5,142645.88,47548.63,0.25,2025-03
ORD00660,2025-03-16,Customer_0348,IoT Gateway,IoT Devices,North,Rohan,17,15528.32,0.05,250782.37,158388.86,92393.5,0.3684,2025-03
ORD04720,2025-03-16,Customer_0444,Smart Meter,Energy Management,South,Arjun,6,7951.52,0.05,45323.66,32442.2,12881.46,0.2842,2025-03
ORD04775,2025-03-16,Customer_0433,Analytics License,Software,Central,Vikram,1,20195.2,0.2,16156.16,7068.32,9087.84,0.5625,2025-03
ORD04877,2025-03-16,Customer_0068,Data Logger,Data Solutions,South,Priya,10,6320.53,0.1,56884.77,39819.34,17065.43,0.3,2025-03
ORD00086,2025-03-16,Customer_0226,Advanced Meter,Energy Management,South,Priya,19,13507.88,0.15,218152.26,166822.32,51329.94,0.2353,2025-03
ORD03631,2025-03-16,Customer_0372,Analytics License,Software,North,Sneha,1,22683.88,0.1,20415.49,7939.36,12476.13,0.6111,2025-03
ORD02111,2025-03-16,Customer_0251,Communication Module,IoT Devices,East,Priya,16,4231.78,0.15,57552.21,41979.26,15572.95,0.2706,2025-03
ORD02532,2025-03-16,Customer_0111,IoT Gateway,IoT Devices,Central,Aarav,9,13906.63,0.2,100127.74,75095.8,25031.93,0.25,2025-03
